2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-13T05:47:35, amount=265.8, currency='EUR', detail='Ut ut necessitatibus itaque ullam.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-29T15:35:25, amount=1690.6, currency='EUR', detail='Animi odio voluptas eos odio officiis.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-14T03:33:51, amount=4467.35, currency='EUR', detail='Voluptates saepe in ratione qui velit exercitationem.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-16T07:44:51, amount=4128.59, currency='EUR', detail='Esse animi veritatis veritatis aut.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-11T15:09:06, amount=1680.84, currency='EUR', detail='Et commodi deserunt modi.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-06T08:37:52, amount=-515.35, currency='EUR', detail='Laborum consequatur fugiat inventore assumenda iusto mollitia magnam.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T17:15:55, amount=1121.45, currency='EUR', detail='Ut expedita et commodi rerum.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-02T22:24:20, amount=-1570.63, currency='EUR', detail='Qui atque magni magni assumenda ducimus provident.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-12T19:17:34, amount=-4236.75, currency='EUR', detail='Corrupti ratione sequi voluptas aut.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T09:42:40, amount=1964.01, currency='EUR', detail='Occaecati voluptatem et.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-10T06:59:19, amount=1676.09, currency='EUR', detail='Cumque voluptas vel quisquam.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-30T01:05:24, amount=-4260.52, currency='EUR', detail='Quis laborum inventore dolorem ullam.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-15T06:26:08, amount=-2581.31, currency='EUR', detail='Neque et voluptas voluptatibus vero dolor.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-18T00:13:37, amount=3822.23, currency='EUR', detail='Labore quo corporis quia iusto aut aut.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-06T17:13:03, amount=-1231.43, currency='EUR', detail='Quas recusandae vitae repellendus nisi quo laborum.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-18T07:52:51, amount=-2668.17, currency='EUR', detail='Aut cupiditate magni numquam.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-14T09:11:41, amount=2356.89, currency='EUR', detail='Sequi est error.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-06T23:07:14, amount=-2832.73, currency='EUR', detail='Corporis adipisci qui est natus non nulla.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-15T18:20:20, amount=3989.05, currency='EUR', detail='Voluptatem aut voluptas reprehenderit facere quae.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-18T12:37:15, amount=3915.74, currency='EUR', detail='Cupiditate illo at vero dicta repudiandae similique saepe.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-09T16:05:27, amount=-423.14, currency='EUR', detail='In eligendi officiis unde aut porro cumque.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-28T00:10:16, amount=-1841.25, currency='EUR', detail='Voluptas veniam minus similique necessitatibus architecto voluptas debitis.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T06:19:38, amount=1650.91, currency='EUR', detail='Quisquam quod sint exercitationem.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-12T12:52:54, amount=-2061.87, currency='EUR', detail='Repellendus laboriosam aut totam labore aut assumenda nesciunt.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-08T09:32:42, amount=-3644.54, currency='EUR', detail='Tempora repudiandae animi culpa qui.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-30T06:34:19, amount=3243.28, currency='EUR', detail='Et cum quibusdam consectetur.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-13T08:32:18, amount=1077.01, currency='EUR', detail='Voluptatem velit autem asperiores delectus placeat.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-08T04:34:07, amount=1092.09, currency='EUR', detail='Quis dicta et aliquam eos rerum rerum vero.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-10T02:58:42, amount=4144.02, currency='EUR', detail='Enim sit excepturi rerum voluptas.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-16T11:30:16, amount=-2010.47, currency='EUR', detail='Dolor voluptatum sit non et esse quos.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-29T20:51:42, amount=-3453.54, currency='EUR', detail='Animi sed illo et ut et sed.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-08T10:28:37, amount=-1936.54, currency='EUR', detail='Inventore illum aut velit.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-23T19:01:23, amount=1400.7, currency='EUR', detail='Magni qui commodi.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T14:10:44, amount=4160.45, currency='EUR', detail='Velit et aliquam.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-13T12:42:08, amount=2797.07, currency='EUR', detail='Vero enim illo.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-15T03:58:45, amount=-1271.77, currency='EUR', detail='Ut qui enim in.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-15T12:03:31, amount=-1352.5, currency='EUR', detail='Et nihil aperiam eius qui.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-18T07:42:58, amount=2810.49, currency='EUR', detail='Qui repellat distinctio quaerat et.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T12:01:34, amount=3762.04, currency='EUR', detail='Accusamus voluptatem praesentium ducimus quidem ut rem aut.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-07T07:41:26, amount=-2028.81, currency='EUR', detail='Sit qui at suscipit quo quos.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T19:42:51, amount=671.57, currency='EUR', detail='Laboriosam molestiae qui aut.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T21:46:21, amount=4974.68, currency='EUR', detail='Itaque accusantium rerum pariatur odit temporibus officiis.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-14T13:00:38, amount=1470.93, currency='EUR', detail='Molestias repellendus est quae sed architecto.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-13T07:04:12, amount=2672.09, currency='EUR', detail='Sunt quaerat sint expedita.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-13T19:50:17, amount=4016.1, currency='EUR', detail='Aut tempora ex in et aut suscipit.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T09:50:46, amount=4714.63, currency='EUR', detail='Quaerat assumenda commodi reiciendis porro culpa ab.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-07T00:26:23, amount=-4608.19, currency='EUR', detail='Cupiditate dolores adipisci magni repudiandae.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-16T00:28:30, amount=-2073.21, currency='EUR', detail='Commodi sunt culpa.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-16T07:15:33, amount=3208.09, currency='EUR', detail='Debitis aut necessitatibus assumenda voluptatem.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-10T21:39:19, amount=-2234.16, currency='EUR', detail='Ut aliquam repellat iusto.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-30T14:08:28, amount=-2223.87, currency='EUR', detail='Repudiandae a aut ad nostrum.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-16T04:52:32, amount=4211.27, currency='EUR', detail='Repellendus recusandae nam.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-16T03:59:43, amount=-1664.82, currency='EUR', detail='Id saepe incidunt quis.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-26T17:44:05, amount=-786.44, currency='EUR', detail='Modi corrupti impedit qui enim vel iusto minima.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-30T10:32:51, amount=-2666.63, currency='EUR', detail='Non earum rerum magni rerum ut mollitia consequatur.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-18T07:49:56, amount=2582.23, currency='EUR', detail='Atque ipsa et.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-16T07:06, amount=-1596.64, currency='EUR', detail='Assumenda commodi assumenda est sit facere qui dolore.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-18T13:47:31, amount=-4566.39, currency='EUR', detail='Quod consequatur necessitatibus aliquam repudiandae magnam.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-29T18:00:25, amount=4142.68, currency='EUR', detail='Amet voluptas et dolore et sit iste.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-09T14:38:46, amount=-4927.49, currency='EUR', detail='Voluptas cumque adipisci vitae similique.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T10:33:13, amount=-4396.83, currency='EUR', detail='Reprehenderit voluptatem sint fuga voluptas.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-04T05:24:53, amount=1399.18, currency='EUR', detail='Sit ratione nihil omnis illum est.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-06T19:36:57, amount=-4317.96, currency='EUR', detail='Id voluptates temporibus ipsa atque fugiat vitae.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-18T17:16:07, amount=-45.16, currency='EUR', detail='Explicabo dicta vel voluptate voluptas et.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-17T09:24:30, amount=-2560.38, currency='EUR', detail='Voluptatem eos et culpa.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-16T12:30:19, amount=-1829.37, currency='EUR', detail='Quam architecto ipsum officiis consequatur temporibus.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-14T01:24:34, amount=-4935.24, currency='EUR', detail='Ut occaecati ea accusantium quos et sunt doloremque.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-15T14:12:25, amount=42.92, currency='EUR', detail='Eos voluptatibus officia.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-10T07:58:58, amount=-4480.41, currency='EUR', detail='Assumenda similique et voluptas aut illo.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-06T13:10:48, amount=-4117.71, currency='EUR', detail='Culpa modi pariatur quis.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-12T03:33:50, amount=-4753.83, currency='EUR', detail='Error neque ratione aperiam laborum qui.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-02-09T08:07:29, amount=4837.85, currency='EUR', detail='Quod modi deleniti iste dolores consequuntur.'}]}
2020-02-19 12:08:33 DEBUG BudgetPlannerImporter:48 - Account{IBAN='BE69771770897312', name='Jos', payments=[{date=2020-01-27T00:12:31, amount=1340.88, currency='EUR', detail='Qui est consequuntur occaecati consectetur doloribus.'}]}
